id,username,created_at,name,protected,verified,followers_count,following_count,tweet_count,listed_count,url,description
820816186480807938,pocantico98,2017-01-16T02:13:23.000Z,sarah kerrigan,False,False,1083,4998,72337,0,,
1442408319608516614,ECOTerminator,2021-09-27T08:38:50.000Z,EcoTerminator,False,False,8,1,62876,0,,"I hate humans, but love the planet."
960390515849121793,m_r_s_h_n,2018-02-05T05:51:56.000Z,#thestruggleisreal,False,False,13,0,40827,0,,
2600520990,justinstfenty,2014-07-02T22:09:06.000Z,stay for I LOVE JUSTIN,False,False,518,246,99804,5,https://t.co/2ovOtUXnzI,The only man I care about is @JustinStPaul.
1581833601909415936,will94pfwk,2022-10-17T02:25:03.000Z,Gudrun.Will94pfWk,False,False,10,2,8508,0,,
1157033976340590592,Debra10434920,2019-08-01T21:02:51.000Z,Debra,False,False,114,158,246,0,,
1476039659146948609,RobertROdle,2021-12-29T03:59:20.000Z,Robert R Odle,False,False,64,66,458,0,https://t.co/W4oteyu2iC,"Engineer, novelist, father, poet, lover.https://t.co/3O8P1sMsy9"
964101044568338432,HussainiJaweria,2018-02-15T11:36:16.000Z,Juveriya Afreen جویریہ آفرینಜುವೇರಿಯ,False,False,5987,91,27780,5,https://t.co/v9ZxKUk5yE,"Resistance keeps the true self alive. Benevolent. Alhumdulillah! If U don’t like my tweets, don’t read it. NO to trolls."
1923179911,carlrcoe,2013-10-01T11:24:51.000Z,RBR,False,False,2751,4998,4724,0,,Here to prevent the US from becoming the next Venezuela.  Trump Won!!!
1565503913742123008,FassbenderENG,2022-09-02T00:56:52.000Z,Asha Fassbender,False,False,27,21,3372,0,,I'm focused on #Enegry #Policy and the latest #News.
581782217,cliffordribner,2012-05-16T12:13:46.000Z,Clifford Ribner,False,False,72,19,14377,2,https://t.co/BCI4NCX3OT,"Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University"
1545549560130437130,ViolenceCrisis,2022-07-08T23:26:03.000Z,Global Crisis Violence,False,False,453,20,403,1,https://t.co/EfX9wADRKX,#GlobalCrisisViolence #Socialresearch of the causes of #violence #humantrafficking #sextrade #slavery and practical steps to in building a safe #CreativeSociety
1583557437109555204,duogyu,2022-10-21T20:35:00.000Z,the mims chapter ⭐️,False,False,145,254,3430,4,,"bamtori, e asian, minor !"
885210589,twjpdx23,2012-10-16T20:08:23.000Z,Tony Jordan,False,False,3994,1984,53360,77,https://t.co/uTh0mzAMkm,"President of @Parking_Reform, former union organizer, car-free since 2008. 🦣 ➡️ @NoFreeParking@urbanists.social"
431721243,InsideHook,2011-12-08T16:24:07.000Z,InsideHook,False,False,19218,1934,43141,230,https://t.co/zNucdUE74X,"Advice, insights and ephemera for the most interesting man in the room."
1366537530519154689,RageSheen,2021-03-01T23:55:22.000Z,Henry Madison,False,False,11250,1027,36612,130,,"All views my own. PhD, not M.D. RT ≠ endorsement. The Economy isn't a thing. Anti-vax and freedumbs blocked immediately."
898632327651307521,shaebernhardt_,2017-08-18T19:46:57.000Z,Shae Bernhardt,False,False,85,114,25,0,https://t.co/B3EK08YVff,VM 2022 💙
25912403,torrHL,2009-03-23T00:08:04.000Z,Torr Leonard 🌐💉🚊📚,False,False,1387,68,236294,73,,"Housing, transit, unions, gun control, police reform, healthcare reform, civil rights, voting rights, education, taxation, climate, alt energy. Opinions = mine"
48785800,swh71,2009-06-19T18:30:29.000Z,swh71 6%,False,False,306,369,18635,21,,"I follow the @LUFC, @ColumbusCrewSC, @OldGloryDC, @usmlr, ice hockey, soccer & rugby union."
1200330399102197761,DataAugmented,2019-11-29T08:28:30.000Z,Gamer Geek,False,False,11184,11818,944165,130,https://t.co/UX3fbIvlxX,"Data Scientist by day, geek tech gamer junky by nightI've left the building, this is my out of Twitter botThanks for all the fish ♥️"
3292137478,MF_Lucky777,2015-05-20T23:21:07.000Z,Mark,False,False,50,331,820,3,,
1577840596537876481,AwardedTenders,2022-10-06T01:58:48.000Z,AwardedTenders,False,False,59,214,10057,1,,A #TwitterBot by https://t.co/vTqdxXF6Rj and @psithur that tweets recently Awarded Australian Government Tenders
1859495642,TheNewDailyAu,2013-09-13T04:47:09.000Z,The New Daily,False,True,32653,2525,96302,622,https://t.co/7DE3UOT0Kn,"Breaking news. Incisive analysis. Delivered free, delivered daily, for all Australians. Subscribe for news updates: https://t.co/krliDuArl4"
3010592454,simonjnicholas,2015-02-05T23:48:19.000Z,Simon Nicholas,False,False,1949,1193,7255,65,https://t.co/BEJX0EJoCx,Energy finance analyst at IEEFA following the energy technology transition. Views are my own.
2468031486,KevinSLeahy,2014-04-28T17:10:56.000Z,Kevin Leahy,False,False,2860,1988,10249,103,,"Energy & environment, climate, economics. Former utility guy on USCAP team during last climate war."
64295110,troyberlin,2009-08-10T00:41:36.000Z,📚 Troy Berlin ☕️🎸🇺🇸,False,False,4735,4660,13135,61,,"When I'm not reading, I'm writing stories for the mind, and music for the soul…, If I’ve touched a nerve, I’ve done my job."
2416458055,Brillianto_GI,2014-03-28T20:54:01.000Z,Green Infrastructure🌳by Ingo Schüder🌿Brillianto,False,False,7312,4040,12922,186,https://t.co/Brw8iEqVuV,#GreenInfrastructure & #greenspaces ~ #fundraising 4 #nature & #German #Translations ~  #naturalcapital #ecology #conservation #greenroofs #SuDS 🇬🇧🇩🇪🇪🇺
16170253,ryangrim,2008-09-07T15:34:51.000Z,Ryan Grim,False,True,255006,8291,65018,2883,https://t.co/TDvOHvwyej,"DC bureau chief at The Intercept. Co-host of Counter Points. https://t.co/Juc8sTmOiN. DM for Signal. Author of We've Got People. Views are my own, not yours."
728328775717376000,BoulderBedrooms,2016-05-05T21:01:26.000Z,Bedrooms Are For People,False,False,2089,4844,8734,32,https://t.co/Ma3XwkMSCI,"We're a movement in Boulder to expand access to housing! Vote to help make Boulder a more inclusive, affordable, and welcoming place to call home."
94097976,TMcGillWeather,2009-12-02T14:16:13.000Z,Tim McGill,False,False,5192,679,53155,249,https://t.co/OPGZb54iW8,https://t.co/3JTX3pengi AMS CBM Meteorologist on Fox 32. Chicago 4Caster for nearly 30 years. Contributor to @Currently Go Bears! Go Cubs Go!
20491960,aruptom,2009-02-10T04:32:36.000Z,Tom Arup,False,True,6683,4882,7423,165,,"Climate policy, stewardship, sovereign engagement @PRI_Update. Previously @CentrePolicyDev, @IGCC_Update, @AIGCC_update, @AusConservation, @theage. Views mine"
1583469860310454274,zxr_vx,2022-10-21T14:46:58.000Z,Franz48ZxrVX,False,False,1,2,3031,0,,
58966831,VRWCTexan,2009-07-21T23:54:44.000Z,"Tom T. ن‎® Merry ""Christ - Mas""",False,False,26808,23901,383419,462,,6th Generation Texan (1836) ~ Four decades in international oil & gas industry. (Retired)  Hobby: Larruping liberal trolls.    #USAFVeteran
1544810280760197121,saveourbluworld,2022-07-06T22:27:47.000Z,Jeff White,False,False,66,124,1034,0,https://t.co/iaktmtoHEW,Today’s Climate INaction Is Global Famine And Starvation For The 2040’s.
1535402397702295552,JL_Patriot1,2022-06-10T23:23:59.000Z,JL Rader ✝️,False,False,546,1061,15685,1,,God made two genders. Liberals are Racist. Democrats Steal Elections. Biden’s Regime are #CCP #WEF Puppets. Fight like our Freedom depends on it..
705484424,culturalsoju,2012-07-19T17:45:17.000Z,mai 🌙 | HAPPY MINHO DAY | CHASE 🏃🏻,False,False,300,481,13927,4,,"82-liner running a fan account. Ahgase 💚. Shawol 💎. kpop multi, esp second gen. ☀️ biases Choi Youngjae and Lee Jinki (ult biaswreckers: jaebeom, key)"
1506745755473788943,MBorogroves,2022-03-23T21:33:02.000Z,Mimzy Borogroves,False,False,623,1024,22806,0,,"Wife, Mother, Grandmother, Artist. Ex-Teacher, Deep ThinkerPronouns 'Yes Ma'am' & 'No Ma'am""""If you're not making waves, you're not kicking hard enough"""
154266844,SptsGuy1,2010-06-10T20:21:53.000Z,Tom Gillispie -- NATURE NEEDS OUR HELP 🦮🌎🌊🏈🐬,False,False,2474,2271,134955,61,https://t.co/ucSgUHWztr,■ NO DMs ★ DEMOCRACY ★ BOOSTED ★ SCIENCE ★ WRITING ★ DOGS (DIXIE) ★ BASEBALL ★ MIAMI DOLPHINS ★ HUMOR ★ SINGING ★ STAR TREK ★ MYSTERIES ★ WESTERNS
1205514161003720704,ShotGun_Bonnie,2019-12-13T15:46:04.000Z,ShotGunBonnie,False,False,13826,13000,6697,13,,#UltraMaga #momofasoldier #1A #2A #QuestionEverything #Patriot #FightForOurRights #SupportOurTroops #SupportOurVeterans #REDFriday #IFBAP DMs = BLOCKED
1445986454346207235,MCFunimelb,2021-10-07T05:39:48.000Z,Melbourne Climate Futures,False,False,788,1968,567,9,https://t.co/TTXfvg5JU4,An interdisciplinary climate initiative established by @unimelb to contribute to greater action on climate change #MelbourneClimateFutures
1580313012627554312,dqwjjbipv75182,2022-10-12T21:42:38.000Z,dqwjjbipv75182,False,False,1,0,88,0,,
823185321076682755,rockymtn67,2017-01-22T15:07:29.000Z,CO Guy,False,False,2718,4803,60678,0,,Dad - Grandpa - Army Vet - Democrat - Colorado Native  #FuckFascismIf you're crying about a speech condemning #Fascism YOU are the problem!#taxthechurches
503198165,Consti2tionAlly,2012-02-25T16:03:37.000Z,🇺🇸Consti2tionally🦅,False,False,5883,6138,96825,35,https://t.co/ohhN2ZtPbv,🛐Christian🤬Marxism & govt corruption🛡️saved kids from pedophile🇺🇸DAR⛽Alaska pipeline neighbor👩‍🏫teacher🚚trucker👩‍💻writer🦅Born on the Rez
1519068759834730498,realDeepWinter,2022-04-26T21:40:08.000Z,St. Supreme Commander Winter 🇺🇸🎄,False,False,586,785,5372,0,,Supreme Commander of the Hokkyoku Airborne Fleet. 謝罪せずに修正第 2 条を支持します。 共産主義者を笑い飛ばしたり、不可侵の権利を擁護したり、ミームを投稿したりすることを楽しんでいます。 🇺🇸
2708844978,DiPolarPilot,2014-08-05T09:32:24.000Z,DiPolarPilot,False,False,228,413,23059,0,,"Rebuilding account. Horus Heresy, Video Games, Sports, Birds, Science."
1555799128609034240,rey_eileen,2022-08-06T06:14:19.000Z,Eileen Rey,False,False,5,24,34,0,,Principal
22914785,dmitry_star,2009-03-05T12:53:52.000Z,Dmitry Starodubtsev,False,False,15028,171,595,0,https://t.co/wzjibvEy9s,Co-founder and CTO at @mightybuildings (YC W18). Solving housing affordability via 3D printing and automation. Entrepreneur & Investor in Hardware
43402775,tonycanales,2009-05-29T20:29:07.000Z,anthony canales,False,False,746,1883,116364,3,,"Like Muddy Waters, Jimmy Reed, and grilling over hardwood. Dog and cat person. Bushmill’s ."
2407734505,TheresaAFallon,2014-03-23T20:23:34.000Z,Theresa Fallon,False,False,40311,29422,46061,644,https://t.co/wvQJ5TxI3J,"Director,Centre for Russia Europe Asia Studies(CREAS)NR Snr Fellow @ChicagoCouncil.Geopol,Energy.Prv Beijing,Moscow,London,Paris,Kyoto @ForeignPolicy 20 2follow"
1332871510831161346,MitsuruTsuboi,2020-11-29T02:18:46.000Z,TSUBOI Mitsuru / 坪井 充,False,False,41,252,2050,1,,"My favorite  is ""Huckleberry Finn(all right, then, I'll go to hell)"". TW in Wan-wan, bow-wow, wu-wu.I get all zesty when it's hot, I'd like to be within 1.5°."
3294291206,libbyliberalnyc,2015-07-26T03:56:49.000Z,libbyliberal,False,False,5651,6217,755295,0,,"humanist against patriarchy, iconoclast, poet, artist, writer, photographer, New Yorker, peace activist, former teacher"
101502787,LauraAlix,2010-01-03T15:35:25.000Z,Laura Alix,False,False,1779,1324,34791,94,https://t.co/qoM470iN21,"Director of Research @BankDirector Writer, gardener, erstwhile banking reporter @AmerBanker, @bankertradesman She/her."
1048044452873478145,girlpatriot1,2018-10-05T02:57:24.000Z,girlpatriot 🍊,False,False,1096,1845,30035,2,,"Father WWII Vet, Musician/Singer, Retired Federal Agent/Supervisor, Married Vet/LEO, Love God, Country, Family, dogs. Love our President Trump & Q’d Oct. 2017."
1542710906496466947,JB_1950,2022-07-01T03:25:40.000Z,Barry Allen,False,False,82,612,388,0,,I know you know. 😉
1476676458412011529,peteswamp49,2021-12-30T22:08:23.000Z,Pete Swamp,False,False,71,183,1669,1,,Grumpy old man
10340482,RAN,2007-11-17T20:47:30.000Z,Rainforest Action Network (RAN),False,True,94060,30405,27333,2417,https://t.co/cGnHEGwm1z,"RAN sides with frontline communities to protect forests, climate, and human rights. End Conflict Palm Oil. Defund climate change.https://t.co/4Y47oS6Jz6"
1623062990,CEPToronto,2013-07-26T14:17:50.000Z,CEP Toronto,False,False,854,428,2521,27,https://t.co/9Ko9cds6k5,Connecting Environmental Professionals in Toronto.We're hiring! See all our volunteer positions: https://t.co/XXjbtevTPh
15331559,jljzen,2008-07-06T08:43:07.000Z,Jesse Johnson,False,True,12230,3368,132351,482,https://t.co/BwWCrlLIqJ,Covering defense/diplomacy @Japantimes • RTs = things you should read • views my own • jesse.johnson @ japantimes. co. jp / Mastodon: @jljzen@famichiki.jp
1429128478482255872,CavalryGreek,2021-08-21T17:13:11.000Z,Cavalry Greek 🇺🇸🇬🇷🇲🇽🇺🇦 Blue Wave🌊rider,False,False,744,1091,12689,1,,"UCSB Grad, 19D Cavalry Scout (Recon🚁) married & retired, Democrat voter since 1972. We're all God’s children🙏👍💯"
907109165864124416,nswrailnews,2017-09-11T05:10:53.000Z,NSWRailNews,False,False,151,77,7373,1,https://t.co/vZdJwn5QKl,Premiere Media Newsfeed covering Railway News and Issues in Sydney and across NSW.
1579584638158249984,olliepop406,2022-10-10T21:28:26.000Z,GreenAdvocate,False,False,1,3,1,0,,
796604419,Phil_Free_,2012-09-01T18:18:28.000Z,Phil 🆓🌍🧩🎲,False,False,4166,4285,321314,122,,"Politics, economics, planet, YNWA, Street art, depression, likes a good rant about life :-) Mastodon account: type @PhilFree@mastodon.sdf.org in the search bar."
1250105518615670787,KeithiaXr,2020-04-14T16:56:44.000Z,Keithia Grant,False,False,556,5000,6424,6,https://t.co/OtUS31VQ4e,Climate Change Campaigner |Criminologists| Psychologists| CEE Bill Campaigner. https://t.co/rtdaupphay
771830370736017408,4Everanimalz1,2016-09-02T22:01:15.000Z,Robert Armstrong,False,False,1818,650,535444,268,,"I like the outdoors,animals/wildlife🐾🦈etc.I’ll always be straight up with you & tell you how I feel. I’m not a hunter nor would I want to ever be one😡"
768574541798834176,OasisMountain,2016-08-24T22:23:45.000Z,Rob Armstrong,False,False,1651,662,547826,265,,I enjoy the outdoors & I love all animals/wildlife🐾🦈I’ll always say/let you how I feel straight up!  I’m not a hunter nor would I ever want to be one😡
1299497751147765761,RobertA87719600,2020-08-29T00:04:22.000Z,Robert Armstrong,False,False,94,250,46737,1,,"I'm just me..I was already on hear earlier today/ tonight i changed my settings on my tablet on my twitter went into reset 🙃 from scratch again weeee,fun 🙃"
9019142,chrisoldcorn,2007-09-21T18:02:13.000Z,Christopher Oldcorn,False,False,3344,4940,158155,170,https://t.co/cu95nbMv5q,Journalist and Opinion Writer @WSOnlineNews coldcorn@westernstandard.news
32266370,tkat17,2009-04-17T02:41:40.000Z,Tim Katona,False,False,130,114,3138,1,,"Follower of Christ, father of twin sons, American, Patriot, stock trader, and investor in people."
15561686,jolleytime,2008-07-23T13:19:34.000Z,Mark Jolley,False,False,375,161,299,9,,"Spikey POVs on climate, n2o, & water | cofounder @ Optama 🌳🌎💪"
797215995014352901,BiodiversitySoS,2016-11-11T23:14:39.000Z,Biodiversityloss,False,False,3609,1778,34468,54,,"The earth is now experiencing the 6th major mass extinction of species. This time caused by us - humanity.  Maybe, just maybe, we can reduce the damage."
1420806670486282246,joincurby,2021-07-29T18:01:36.000Z,Curby,False,False,1980,3454,19356,7,,Keep up wit headlines on Carbon Net-Zero Goals + ClimateTech 💚🌎💎🌏🌲🌍 🌠 👉🏽 Follow us @joincurby 👈🏿 🔗 https://t.co/MZpRTMCz7V
41847726,environment,2009-05-22T16:33:59.000Z,Bloomberg Law: Environment,False,True,20093,737,51649,633,https://t.co/d2uPtbEBrE,The leading source for environment & energy news.📰 Follow our reporters: https://t.co/hyaYZodfhX🎧 Podcast: https://t.co/ttBZJ2j7r1
18655359,ABC10,2009-01-06T01:20:52.000Z,ABC10,False,True,157607,1965,247047,1522,https://t.co/D1XQoHjsR5,"Welcome to ABC10 on Twitter! We are your source for news from Sacramento, Modesto, Stockton and the Sierra Nevada and foothill communities in California."
3305577613,sirikonda_kiran,2015-08-04T00:34:17.000Z,SIRIKONDA KIRAN KUMAR,False,False,123,1660,2765,2,https://t.co/A38TMiOb5U,Sydney Australia
1471984682329731072,craigling10,2021-12-17T23:25:09.000Z,craig ling,False,False,8,2,5462,1,,
1575263971749158912,YoderSecreto,2022-09-28T23:20:00.000Z,Ordy Packard's Yule Log Kiosk,False,False,2324,1549,10699,8,,Order of the Polecat Moonbeam
