id,username,created_at,name,protected,verified,followers_count,following_count,tweet_count,listed_count,url,description
159504553,BlakeMMurdoch,2010-06-25T15:22:27.000Z,Blake Murdoch,False,False,4369,123,2452,60,https://t.co/fmD4t8Eu90,"JD, MBA. Health law academic and science communicator. Health Law Institute, University of Alberta."
1510781350902706180,wildbluethistle,2022-04-04T00:48:59.000Z,wild blue thistle,False,False,7652,1383,116162,2,,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut
1532487220787138576,manu12736938,2022-06-02T22:20:42.000Z,manu,False,False,9,44,27200,0,,"god has never made me for twitter,then too,i share here on twitter!"
1158428666088628225,Sarahjanecares,2019-08-05T17:24:51.000Z,"Bebop is my ride, she/her",False,False,570,844,18469,14,,I care about stuff. My views are my own.
53179643,yoyobaba,2009-07-02T20:36:34.000Z,Nana 🇺🇸 🇺🇦🌻🚜 Слава Україні🚜🌻,False,False,8082,7254,289018,82,,"Zelenskyy:“The fight is here; I need ammunition, not a ride. They try to bury us, but do not know we are seeds ..."" RESIST"
1716763842,DividedCore,2013-08-31T21:03:55.000Z,Aaron Dames,False,False,367,1258,10177,5,https://t.co/ihwxnxIUzj,Evading the Great Reset since 2019. Doing things the old-fashioned way. Death to all tyrants and philistines. Get out of the cities. Plan ahead. Memento Mori.
1568315673406832640,Wildlif_22,2022-09-09T19:10:40.000Z,Weißt du was? Weißt du schon?,False,False,41,441,7121,1,https://t.co/Xy8qIlaR73,
1224404116102729728,senjoenguyen,2020-02-03T18:48:57.000Z,Sen. Joe Nguyen,False,True,1145,291,384,40,https://t.co/f8oNhK2rrN,"Official account for State Senator Joe Nguyễn in WA's 34th LD. Serves on Environment, Energy & Technology, Transportation, and Human Services committees. He/him"
2695011702,alwynlhoir,2014-07-31T07:19:50.000Z,alwyn l'hoir,False,False,55,131,1700,2,,"blogged at Quantum Peace and a Country Woman’s Journal. censored from the internets by google for talking about peace and self sufficiency. artist,activist,mom"
1606084289430372352,AllBS16,2022-12-23T00:29:40.000Z,AllBS,False,False,12,154,1681,0,,
219305172,theyorkschool,2010-11-24T14:04:00.000Z,The York School,False,False,2826,686,7027,80,https://t.co/UyBT9SOY7S,Toronto's leading gender inclusive International Baccalaureate World School. JK-12 #yorklearns
4205389155,yorkspride,2015-11-16T23:20:54.000Z,National conservative ✝ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 No DM's,False,False,17525,11702,7391,102,,Love Your Culture~Honour Your Heritage~Respect Your History~Protect Your Homeland. Pro-life | Christian conservative | Based Homo! | Speedway nut 🏍️
1361914237,Jess_Panegyres,2013-04-18T13:16:39.000Z,Jess Panegyres,False,False,3919,1674,3414,30,,Head of Clean Energy Transition at Greenpeace AP | co-architect Land Restoration Fund QLD | Rhodes Scholar | Views mine
1633241418171928578,MisinformNoMore,2023-03-07T23:01:29.000Z,The Truth Will Set You Free !!!,False,False,24,216,392,1,,"I have no agenda except to call out the people that have one.The climate is changing, and we need to act.#ClimateEmergency #ClimateAction #ActOnClimate"
278622871,2023Culture,2011-04-07T16:49:41.000Z,Culture News,False,False,1833,1486,38478,6,https://t.co/4rG6Uq7P5h,"24/7 News Junkie | Polls & Trends | AntiMAGA | Pro-Truth, Democracy, Civil Rights, Ukraine & Animals | https://t.co/vU9uadh7kZ"
1496307824808316929,ccinewrites,2022-02-23T02:16:09.000Z,fettuccine,False,False,373,35,693,1,https://t.co/4DlXaqUb0B,author of Come What May ⛸  & Disrespectfully Yours 🗞 (and other works) on ao3 || she/her
1586826103452155904,PhoenixRisingAn,2022-10-30T21:03:45.000Z,Phoenix,False,False,1549,5002,13393,0,,Christian. Happily Married. Patriot. USAF vet. Medical. Pro-Trump. Pro-life. MAGA. Truth Seeker. Love my pups. Marinatha! No porn. No DMs.
43572699,bluevirginia,2009-05-30T18:48:49.000Z,Blue Virginia,False,False,28326,1131,58374,427,https://t.co/m0xxQUn2CJ,"The leading source for political news and analysis about the key swing state of Virginia, home of the guy who SHOULD have been VP, Tim Kaine!"
1334461202248949763,indy_climate,2020-12-03T11:42:47.000Z,Independent Climate,False,True,3650,52,8506,83,https://t.co/Qb23oJj7zO,All the latest news on the climate crisis and environment from @Independent
1284044312,UTGeophysics,2013-03-20T19:07:44.000Z,University of Texas Institute for Geophysics,False,False,2336,581,8143,47,https://t.co/oQPc4RUFWZ,The World Needs Geophysicists! From earthquakes to climate change we tackle fundamental issues in Earth and planetary sciences. Part of @txgeosciences @utaustin
3893318087,NataMenabde,2015-10-07T20:57:51.000Z,Nata Menabde,False,False,2539,1402,3116,33,,"Ambassador of Georgia to Denmark&Iceland. Former Executive Director WHO New York 2015-21, Head WHO India 2010-15, Deputy Regional Director WHO/Europe 2004-10"
1519496124142338049,Jeffreystox,2022-04-28T01:58:34.000Z,yada yada yada,False,False,695,1317,779,0,https://t.co/RRwLiGJRZ7,"Liv’n Life 🇺🇸Trump2024🇺🇸🚫Pedo Zone 👷‍♂️Hard Work Area , Legit DM’s only 🚫Ly’n Zone 🚫need to follow if using pronouns, 🚔 supporter"
815285747645288449,rockymntnpols,2016-12-31T19:57:24.000Z,Rocky Mountain Politics,False,False,1327,4410,44550,42,,"Tweeting curated/automated news from last 24 hours about Colorado politics and policy, including transportation, education, and housing. Created by @ericmbudd."
1601958595372924930,American72Great,2022-12-11T15:15:40.000Z,KeepAmericaGreat72,False,False,15,32,1033,0,,"I joined to follow @elonmusk and see for myself what he’s saying and doing for free speech, but I also want to ‘Thank a Democrat’ for the Biden sh!t show"
1404797639040843784,Sdg13Un,2021-06-15T13:53:34.000Z,🇺🇳 #UN 🇺🇳 #SDGs 🌏 #ClimateAction 🌐 #ActNow,False,False,17496,17647,34988,103,https://t.co/boVLiu1rU7,❤️🌱Take care of our #World🔥 End #GlobalWarming🌐 #ActNow🌊 #ClimateAction🇺🇳 #SDGs🙂 #Renewables🌐 #Climate💚 #Biodiversity🌿 #Sustainabilityno DM
1369209214132875269,MacForest2,2021-03-09T08:51:45.000Z,Mac Forest,False,False,2190,4893,99146,13,,Conservative. Sceptic. Ketovore. Free speech and the rule of law are essential.Belief in science is not science. It is belief. I live on my OWN land
19609660,EDITORatWORK,2009-01-27T19:19:41.000Z,Tom Gillispie -- NATURE NEEDS OUR HELP 🦮🌎🌊🏈🐬,False,False,4387,3745,226955,404,https://t.co/kosc9xDTmm,★ BOOSTED ★ DEMOCRACY ★ SCIENCE ★ WRITING ★ DOGS ★ FINS UP!★ BASEBALL ★ HUMOR ★ SINGING ★ STAR TREK ★ MYSTERIES ★ WESTERNS
267622639,iconickevin,2011-03-17T07:42:38.000Z,kevin hester,False,False,3002,717,3773,40,https://t.co/638vD6UDXI,Ocean sailing anti-imperialist environmentalist. Co-host of Nature Bats Last on https://t.co/GBQyooSPOm
1088225936150069249,CEGOT_PT,2019-01-24T00:04:16.000Z,CEGOT,False,False,174,59,532,0,https://t.co/yb97qnd51D,CEGOT is a non-profit research and development unit constituted of members of the Geography Departments of two Portuguese universities: Coimbra & Porto.
94097976,TMcGillWeather,2009-12-02T14:16:13.000Z,Tim McGill,False,False,5169,690,53954,249,https://t.co/OPGZb54iW8,https://t.co/3JTX3pengi AMS CBM Meteorologist on Fox 32. Chicago 4Caster for nearly 30 years. Contributor to @Currently Go Bears! Go Cubs Go!
