id,username,created_at,name,protected,verified,followers_count,following_count,tweet_count,listed_count,url,description
74602383,PRMNDAVE,2009-09-16T00:19:40.000Z,David Ross,False,False,1323,3373,95455,6,,A part of the bloodline of one of the 56 founders who knows what We The People mean.No DMs.
1097627802365554689,ClaudeNavarre1,2019-02-18T22:43:55.000Z,Claude Navarre,False,False,151,315,17835,1,,Conservative and informed
930690455339184128,DefensePolitics,2017-11-15T06:54:30.000Z,Defense Politics Asia,False,False,12587,740,9892,130,https://t.co/PyU53jn9ET,"DPA provides deep insights into military, geopolitics, internal politics, and economic developments across Asia and around the world."
3267094992,254af3eb3b18423,2015-07-03T14:06:30.000Z,Jr.,False,False,21,4,57226,9,,
1580416566977613824,climaterealtalk,2022-10-13T04:34:19.000Z,climaterealtalk,False,False,0,1,145,0,https://t.co/oFXhPRxoXb,"Saving the Climate, One tree at a time"
1447276309294505989,ClimateJobList,2021-10-10T19:02:34.000Z,Climate Jobs List 🌐,False,False,321,262,9245,4,https://t.co/3WlvXbn55V,#1 Site for Climate and Climate Tech Careers!Search ➙ Apply ➙ Get Hired & Make a Real Difference#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow
1028802847641677824,socrates1951,2018-08-13T00:38:07.000Z,Socrates1951,False,False,869,1914,117694,0,,People will not care how much you know until they know how much you care.
2224375518,BawstonBoy,2013-12-01T06:50:39.000Z,BawstonBoy,False,False,2731,2810,19961,0,,"Retired USAF (26 Years) Retired Department of Corrections (15 Years).  Conservative,  #MAGA"
1500624327598919682,AllFilesNews1,2022-03-07T00:08:53.000Z,All Files&News,False,False,150,10,174329,0,https://t.co/sTRGUOehfA,"All Files & #News from #Arweave file archive (#bot). Explore #technology & #science, #politics, and other topics. #Discuss pages."
3294108701,Fara_Katiuscia,2015-05-22T15:04:39.000Z,Katiuscia Fara,False,False,2695,2224,20513,30,,"#Disaster #risk reduction, #climatecrisis, #geography, #environment, #foodsecurity, #NoNaturalDisasters #Climate @roncicproject. Tweets & opinions my own."
2884026682,PatsyMcGarryIT,2014-11-19T13:03:01.000Z,Patsy McGarryIT,False,False,5746,2959,13481,51,,
1577840596537876481,AwardedTenders,2022-10-06T01:58:48.000Z,AwardedTenders,False,False,12,202,2694,0,,A #TwitterBot by https://t.co/vTqdxXF6Rj and @psithur that tweets recently Awarded Australian Government Tenders
93984265,rebeccajtiffany,2009-12-02T00:49:30.000Z,Rebecca Tiffany,False,False,4501,2819,14020,0,https://t.co/rnu1iPbjKM,"Climate change, transit & cities + analytics & consumer behavior Founder & CEO Alexandria Associates (she/her) https://t.co/HdusXs2YSa"
1519440667252072458,Feisty0I,2022-04-27T22:19:20.000Z,Feisty,False,False,787,713,21644,1,,"Wife, Mom and grandmother. My family is everything to me. Love my pets and the outdoors. #CajunCountry Feisty @Feisty2 on Truth Social"
2438945557,KrisMaon1,2014-04-11T18:34:40.000Z,Kris Maon🇺🇸💙🌊🌊☀️🌻,False,False,5253,5778,43988,1,,"#resistance, love bees🐝, pets 🐾 and my family (not necessarily in that order). #VoteBlue! #BidenHarris, #HumanRights!!"
701725963,nowthisnews,2012-07-17T20:31:08.000Z,NowThis,False,True,2742032,1298,257792,10020,https://t.co/yyBcvocYhz,Missed our Presidential Forum with Joe Biden? Watch it now: https://t.co/8K7ZfH61q0
1393584356162158593,HavaClimate,2021-05-15T15:09:48.000Z,HAVA Climate Solutions,False,False,73,551,650,15,https://t.co/CmIFtEPgoe,A climate impact organization.
827006450,NickFeik,2012-09-16T12:14:36.000Z,Nick Feik,False,False,14235,767,16952,145,https://t.co/4XIcxCjdTL,"Writer and editor, formerly of The Monthly, nickfeik at gmail dotcom"
620547972,Sciencesharenew,2012-06-28T00:17:30.000Z,Science share news,False,False,6207,5002,41397,227,,All the latest breaking news about Science
8038532,Mythos_Media,2007-08-07T20:56:23.000Z,J Curcio (Literary Non-hottie),False,False,4397,4256,150314,407,https://t.co/OHzAreb9mI,"James is a visual artist, musician, and author of books & comics. Little does anyone know he is just an agender racoon with ADHD."
